"RIL-seq RNA pairs identified in E. coli (stationary phase) by Melamed et. al., Moleceular Cell 2016 (Table S2)'. Coordinates - E. coli K12 MG1655 (NC_000913.2) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA1 name,RNA2 name,# of chimeric fragments,# of libraries,Odds Ratio,Normalized Odds Ratio,Fisher's exact test p-value,Free energy of hybridization (kcal/mol),Genomic annotation of RNA1,Genomic annotation of RNA2,RNA1 description,RNA2 description,RNA1 from,RNA1 to,RNA1 strand,RNA2 from,RNA2 to,RNA2 strand,Other fragments of RNA1,Other fragments of RNA2,Total other fragments,RNA1 in total RNA (# of reads),RNA2 in total RNA (# of reads),RNA1 IP/Total ratio,RNA2 IP/Total ratio,RNA1 EcoCyc ID,RNA2 EcoCyc ID,Code,Number
waaP,arrS,11,U,44.9,14.7,2.97E-08,-3.0,CDS,cis_AS_with_trans_t,-,-,3803817,3803949,-,3656008,3656032,-,134,42459,23213202,7,737,38.8,107.8,EG11340,G0-10694,arrS::waaP,1650
uspB.EST3UTR,arrS,49,1,33.0,10.1,1.94E-48,-4.8,3UTR,cis_AS_with_trans_t,universal stress (ethanol tolerance) protein B,-,3637362,3637400,-,3656007,3656042,-,812,42421,23212524,50,737,32.2,107.8,EG12231.EST3UTR.47,G0-10694,arrS::uspB.3UTR,1546
putP.5UTR,arrS,60,2,10.0,10.0,9.90E-32,-8.7,5UTR,cis_AS_with_trans_t,proline:sodium symporter,-,1078350,1078590,+,3656007,3656044,-,3268,42410,23210068,44,737,141.5,107.8,EG10802.5UTR,G0-10694,arrS::putP,1643
cfa.5UTR,arrS,60,1,13.3,9.8,2.86E-38,-2.6,5UTR,cis_AS_with_trans_t,cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase),-,1739251,1739297,+,3656007,3656028,-,2476,42410,23210860,61,737,77.8,107.8,EG11531.5UTR,G0-10694,arrS::cfa,1621
folC,arrS,70,3,56.3,8.8,1.64E-86,-12.5,CDS,cis_AS_with_trans_t,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,-,2429723,2429895,-,3656005,3656041,-,681,42400,23212655,86,737,16.3,107.8,EG10327,G0-10694,arrS::folC,1631
cyaA,arrS,329,3,44.4,8.7,0.00E+00,-6.9,CDS,cis_AS_with_trans_t,adenylate cyclase,-,3989022,3989383,+,3656007,3656052,-,4079,42141,23209257,406,737,20.3,107.8,EG10170,G0-10694,arrS::cyaA,1623
kgtP.EST5UTR,arrS,217,3,8.1,8.1,1.50E-109,-2.9,5UTR,cis_AS_with_trans_t,alpha-ketoglutarate transporter,-,2723801,2723826,-,3656006,3656041,-,14675,42253,23198661,150,737,185.8,107.8,EG10522.EST5UTR.31,G0-10694,arrS::kgtP,1640
ampD,arrS,12,U,61.3,7.7,5.31E-11,-2.7,CDS,cis_AS_with_trans_t,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase",-,119183,119255,+,3656007,3656015,-,107,42458,23213229,16,737,13.9,107.8,EG10041,G0-10694,ampD::arrS,1610
dksA.sfsA.IGT,arrS,87,3,28.2,7.6,3.08E-84,-8.6,IGT,cis_AS_with_trans_t,"DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein : predicted DNA-binding transcriptional regulator",-,160607,160700,-,3656007,3656042,-,1687,42383,23211649,118,737,28.1,107.8,EG10230.EG10949.IGT,G0-10694,arrS::dksA.sfsA.IGT,1628
rcsC.rcsB.IGR,arrS,19,1,74.7,6.7,5.64E-22,-2.2,IGR,cis_AS_with_trans_t,DNA-binding response regulator in two-component regulatory system with RcsC and YojN : hybrid sensory kinase in two-component regulatory system with RcsB and YojN,-,2314918,2314970,-,3656008,3656015,-,139,42451,23213197,31,737,9.5,107.8,EG10822.EG10821.IGR,G0-10694,arrS::rcsC.rcsB.IGR,1644
rpoE.5UTR,arrS,137,3,5.8,5.8,1.40E-50,-5.8,5UTR,cis_AS_with_trans_t,"RNA polymerase, sigma 24 (sigma E) factor",-,2708021,2708192,-,3656006,3656051,-,12922,42333,23200414,105,737,232.7,107.8,EG11897.5UTR,G0-10694,arrS::rpoE,1645
cyoA.5UTR,arrS,22,1,41.5,5.6,5.15E-21,-10.6,5UTR,cis_AS_with_trans_t,cytochrome o ubiquinol oxidase subunit II,-,450832,450880,-,3656008,3656041,-,290,42448,23213046,41,737,14.2,107.8,EG10178.5UTR,G0-10694,arrS::cyoA,1626
ssb.5UTR,arrS,22,1,46.6,4.7,4.60E-22,-4.0,5UTR,cis_AS_with_trans_t,single-stranded DNA-binding protein,-,4272106,4272139,+,3656007,3656033,-,258,42448,23213078,49,737,10.7,107.8,EG10976.5UTR,G0-10694,arrS::ssb,1648
glpT,arrS,50,2,5.8,4.1,3.01E-15,-2.3,CDS,cis_AS_with_trans_t,sn-glycerol-3-phosphate transporter,-,2350201,2350300,-,3656007,3656028,-,4735,42420,23208601,122,737,73.4,107.8,EG10401,G0-10694,arrS::glpT,1635
dapA,arrS,15,U,31.4,3.8,5.56E-11,-3.5,CDS,cis_AS_with_trans_t,dihydrodipicolinate synthase,-,2596924,2596974,-,3656007,3656039,-,261,42455,23213075,40,737,12.9,107.8,EG10205,G0-10694,arrS::dapA,1627
acrA.5UTR,arrS,16,1,46.3,3.6,1.37E-14,-8.2,5UTR,cis_AS_with_trans_t,multidrug efflux system,-,484843,484940,-,3656007,3656052,-,189,42454,23213147,46,737,8.3,107.8,EG11703.5UTR,G0-10694,acrA::arrS,1599
dnaJ,arrS,18,1,33.4,3.3,1.18E-14,-7.6,CDS,cis_AS_with_trans_t,"chaperone Hsp40, co-chaperone with DnaK",-,14307,14473,+,3656007,3656041,-,295,42452,23213041,56,737,10.5,107.8,EG10240,G0-10694,arrS::dnaJ,1629
hdhA.5UTR,arrS,13,U,13.9,3.1,1.56E-04,-3.4,5UTR,cis_AS_with_trans_t,"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent",-,1695922,1696096,-,3656007,3656029,-,510,42457,23212826,41,737,23.9,107.8,EG10425.5UTR,G0-10694,arrS::hdhA,1637
sdhE,arrS,12,U,16.8,2.6,1.09E-04,-7.8,CDS,cis_AS_with_trans_t,-,-,3039048,3039121,-,3656007,3656048,-,390,42458,23212946,46,737,16.4,107.8,G7510,G0-10694,arrS::sdhE,1647
cydA.5UTR,arrS,62,3,7.5,2.2,3.60E-26,-6.4,5UTR,cis_AS_with_trans_t,"cytochrome d terminal oxidase, subunit I",-,770576,770662,+,3656007,3656042,-,4498,42408,23208838,278,737,30.7,107.8,EG10173.5UTR,G0-10694,arrS::cydA,1624
wzzB,arrS,50,1,4.9,2.1,2.13E-12,-6.9,CDS,cis_AS_with_trans_t,-,-,2095913,2096288,-,3656007,3656045,-,5566,42420,23207770,235,737,44.7,107.8,G7090,G0-10694,arrS::wzzB,1651
sdhA,arrS,47,3,40.9,2.0,2.32E-50,-6.5,CDS,cis_AS_with_trans_t,"succinate dehydrogenase, flavoprotein subunit",-,756744,756899,+,3656007,3656052,-,629,42423,23212707,249,737,5.1,107.8,EG10931,G0-10694,arrS::sdhA,1646
ppiA,arrS,14,U,14.7,1.9,1.33E-05,-4.6,CDS,cis_AS_with_trans_t,peptidyl-prolyl cis-trans isomerase A (rotamase A),-,3490067,3490344,-,3656007,3656052,-,519,42456,23212817,74,737,13.5,107.8,EG10757,G0-10694,arrS::ppiA,1642
gcvH,arrS,66,2,9.7,1.7,1.57E-34,-6.5,CDS,cis_AS_with_trans_t,glycine cleavage complex lipoylprotein,-,3047444,3047627,-,3656007,3656051,-,3719,42404,23209617,397,737,17.8,107.8,EG10371,G0-10694,arrS::gcvH,1633
atpE,arrS,46,1,22.6,1.5,4.75E-38,-9.2,CDS,cis_AS_with_trans_t,"F0 sector of membrane-bound ATP synthase, subunit c",-,3919146,3919258,-,3656007,3656040,-,1114,42424,23212222,305,737,7.1,107.8,EG10102,G0-10694,arrS::atpE,1619
kgtP,arrS,44,3,3.0,1.4,1.29E-03,-7.0,CDS,cis_AS_with_trans_t,alpha-ketoglutarate transporter,-,2723733,2723800,-,3656007,3656042,-,8134,42426,23205202,316,737,48.4,107.8,EG10522,G0-10694,arrS::kgtP,1639
uspE,arrS,32,2,15.6,1.4,3.84E-20,-4.1,CDS,cis_AS_with_trans_t,stress-induced protein,-,1396467,1396682,-,3656007,3656041,-,1123,42438,23212213,235,737,9.2,107.8,EG11246,G0-10694,arrS::uspE,1649
gadB,arrS,49,2,9.4,1.2,1.19E-23,-8.7,CDS,cis_AS_with_trans_t,"glutamate decarboxylase B, PLP-dependent",-,1569921,1570295,-,3656007,3656047,-,2866,42421,23210470,401,737,13.6,107.8,EG11490,G0-10694,arrS::gadB,1632
glpQ,arrS,45,3,21.5,1.2,3.40E-36,-9.3,CDS,cis_AS_with_trans_t,periplasmic glycerophosphodiester phosphodiesterase,-,2348202,2348298,-,3656007,3656054,-,1146,42425,23212190,396,737,5.6,107.8,EG10399,G0-10694,arrS::glpQ,1634
hemX,arrS,13,U,8.7,1.2,3.82E-02,-6.3,CDS,cis_AS_with_trans_t,predicted uroporphyrinogen III methyltransferase,-,3987056,3987105,-,3656008,3656011,-,814,42457,23212522,112,737,13.8,107.8,EG10433,G0-10694,arrS::hemX,1638
bax,arrS,18,1,14.2,1.1,2.03E-08,-4.5,CDS,cis_AS_with_trans_t,conserved protein,-,3735123,3735298,-,3656007,3656041,-,693,42452,23212643,166,737,8.0,107.8,EG11360,G0-10694,arrS::bax,1620
cyoA,arrS,19,1,6.0,0.8,5.78E-03,-2.8,CDS,cis_AS_with_trans_t,cytochrome o ubiquinol oxidase subunit II,-,450309,450773,-,3656006,3656016,-,1734,42451,23211602,227,737,14.5,107.8,EG10178,G0-10694,arrS::cyoA,1625
hdeA,arrS,27,1,6.2,0.7,1.57E-06,-5.7,CDS,cis_AS_with_trans_t,stress response protein acid-resistance protein,-,3654707,3654814,-,3655820,3656030,-,2389,42570,23210820,388,750,11.7,106.3,EG11398,G0-10694,arrS::hdeA,1636
cspD.5UTR,arrS,53,1,3.5,0.7,2.39E-07,-8.4,5UTR,cis_AS_with_trans_t,"inhibitor of DNA replication, cold shock protein homolog",-,921829,921895,-,3656007,3656041,-,8364,42417,23204972,762,737,20.7,107.8,EG11111.5UTR,G0-10694,arrS::cspD,1622
cpxQ,bamA.skp.IGT,60,3,11.8,4.3,1.83E-35,-10.0,3UTR,IGT,inhibitor of the cpx response; periplasmic adaptor protein,"outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCD OM protein complex : periplasmic chaperone",4104327,4104369,+,200411,200495,+,55613,2118,23198015,657,107,158.6,38.1,G7816.3UTR,G6093.EG10455.IGT,bamA.skp.IGT::cpxQ,1236
micA,bamE,33,2,60.3,3.9,7.51E-39,-12.3,sRNA,CDS,-,lipoprotein component of BamABCDE OM biogenesis complex,2812822,2812857,+,2751956,2751993,+,56170,226,23199377,1937,37,54.3,13.1,G0-8866,EG10952,bamE::micA,834
rybB,bhsA,10,U,25.7,12.9,8.85E-05,-11.7,sRNA,CDS,-,"biofilm, cell surface and signaling protein",887225,887281,-,1168454,1168461,+,27911,324,23227561,48,11,1088.6,56.8,G0-8880,G6570,bhsA::rybB,1064
ompC.5UTR,bhsA,206,3,32.9,8.6,1.07E-216,-10.7,5UTR,CDS,outer membrane porin protein C,"biofilm, cell surface and signaling protein",2310401,2310852,-,1168281,1168626,+,76899,1890,23176811,5289,35,27.3,112.1,EG10670.5UTR,G6570,bhsA::ompC,1657
ompC,bhsA,29,3,12.7,2.2,6.45E-16,-9.5,CDS,CDS,outer membrane porin protein C,"biofilm, cell surface and signaling protein",2310013,2310395,-,1168295,1168625,+,25703,2067,23228007,2670,35,18.0,112.1,EG10670,G6570,bhsA::ompC,1656
ytfK.5UTR,bhsA.EST3UTR,36,2,28.6,28.6,2.83E-32,-2.6,5UTR,3UTR,"conserved protein, DUF1107 family","biofilm, cell surface and signaling protein",4437542,4437599,+,1168603,1168625,+,25979,1127,23228664,267,0,182.3,1088.2,G7872.5UTR,G6570.EST3UTR.48,bhsA.3UTR::ytfK,1218
ryeA,bhsA.EST3UTR,14,U,26.7,4.5,4.47E-09,-5.1,other-ncRNA,3UTR,-,"biofilm, cell surface and signaling protein",1921124,1921195,+,1168601,1168625,+,10607,1149,23244036,1136,0,17.5,1088.2,G0-8865,G6570.EST3UTR.46,bhsA.3UTR::ryeA,1081
yrbL.npr.IGR,chiX,53,1,6.1,6.1,5.10E-05,-12.9,IGR,sRNA,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr) : predicted protein,-,3346304,3346347,-,506488,506511,+,14,8897887,14357852,0,22392,125.4,743.6,G7667.EG12147.IGR,G0-9382,chiX::yrbL.npr.IGR,332
chbC.chbB.IGT,chiX,140,3,7.8,3.7,6.49E-65,-20.1,IGT,sRNA,"N,N'-diacetylchitobiose-specific enzyme IIC component of PTS : N,N'-diacetylchitobiose-specific enzyme IIB component of PTS",-,1819301,1819395,-,506450,506497,+,1295,317907,22936464,6,11988,447.6,49.6,EG10141.EG10140.IGT,G0-9382,chbC.chbB.IGT::chiX,321
chiP.5UTR,chiX,1658,3,2.9,2.9,4.00E-150,-16.5,5UTR,sRNA,"chitoporin, uptake of chitosugars",-,707457,707595,+,506451,506512,+,922,8896282,14356944,1,22392,4828.1,743.6,G6370.5UTR,G0-9382,chiP::chiX,322
yjjJ.AS,chiX,90,U,2.8,2.8,6.08E-03,-9.3,AS,sRNA,HipA family protein,-,4620330,4620398,-,506461,506512,+,52,8897850,14357814,0,22392,265.7,743.6,EG12342.AS,G0-9382,chiX::yjjJ.AS,344
tmcA,chiX,72,2,5.0,2.4,7.69E-20,-16.9,CDS,sRNA,Elongator methionine tRNA (ac4C34) acetyltransferase,-,2591920,2591996,-,506457,506498,+,1041,317975,22936718,0,11988,2082.8,49.6,G7297,G0-9382,chiX::tmcA,339
yciE.yciF.IGT,chiX,38,2,3.2,1.6,6.99E-03,-9.6,IGT,sRNA,predicted rubrerythrin/ferritin-like metal-binding protein : predicted rubrerythrin/ferritin-like metal-binding protein,-,1313219,1313295,-,506451,506496,+,846,318009,22936913,10,11988,165.4,49.6,EG11125.EG11126.IGT,G0-9382,chiX::yciE.yciF.IGT,343
proQ,chiX,1155,3,2.0,1.3,5.19E-48,-5.1,CDS,sRNA,"regulator of ProP expression, post-translational",-,1913502,1913600,-,506450,506514,+,943,8896785,14356923,55,22392,71.4,743.6,EG12866,G0-9382,chiX::proQ,334
pheV,chiX,422,2,2.0,1.0,4.36E-30,-4.8,tRNA,sRNA,Phe tRNA,-,3108421,3108440,+,506452,506498,+,15245,317625,22922514,224,11988,130.9,49.6,EG30065,G0-9382,chiX::pheV,333
G0-10697.oppA.IGR,chiX,627,2,1.7,0.8,6.54E-25,-5.4,IGR,sRNA,- : oligopeptide transporter subunit,-,1299002,1299094,+,506450,506499,+,27195,317420,22910564,374,11988,139.2,49.6,G0-10697.EG10674.IGR,G0-9382,G0-10697.oppA.IGR::chiX,317
proQ.EST5UTR,chiX,46,3,3.2,0.7,5.09E-05,-9.3,5UTR,sRNA,"regulator of ProP expression, post-translational",-,1913601,1913617,-,506450,506498,+,1026,318001,22936733,39,11988,51.4,49.6,EG12866.EST5UTR.38,G0-9382,chiX::proQ,335
lysT,chiX,2609,2,2.1,0.3,5.97E-244,-5.3,tRNA,sRNA,Lys tRNA,-,779804,779830,+,506450,506499,+,88974,315438,22848785,4829,11988,35.5,49.6,EG30055,G0-9382,chiX::lysT,330
argQ,chiX,924,2,1.3,0.2,1.55E-09,-4.7,tRNA,sRNA,Arg tRNA,-,2815832,2815884,-,506450,506499,+,50340,317123,22887419,2760,11988,34.8,49.6,EG30013,G0-9382,argQ::chiX,318
asnT,chiX,14315,2,1.8,0.1,0.00E+00,-6.9,tRNA,sRNA,Asn tRNA,-,2042255,2042629,+,506134,506500,+,588779,303793,22348919,120864,11991,9.3,49.6,EG30020,G0-9382,asnT::chiX,319
ileV,chiX,619,2,1.4,0.0,2.99E-07,-5.7,tRNA,sRNA,Ile tRNA,-,225401,225500,+,506452,506498,+,32532,317428,22905227,8463,11988,7.3,49.6,EG30045,G0-9382,chiX::ileV,325
aspU,chiX,10306,2,2.1,0.0,0.00E+00,-8.4,tRNA,sRNA,Asp tRNA,-,228725,229190,+,506436,506500,+,363299,307741,22574460,450962,11988,1.6,49.6,EG30024,G0-9382,aspU::chiX,320
gltW,chiX,2637,2,1.8,0.0,6.31E-143,-13.3,tRNA,sRNA,Glu tRNA,-,2727413,2727469,-,506450,506500,+,108964,315410,22828795,153254,11988,1.4,49.6,EG30035,G0-9382,chiX::gltW,323
metU,chiX,1732,2,1.4,0.0,2.56E-34,-7.6,tRNA,sRNA,Met tRNA,-,695907,696048,-,506451,506500,+,88789,316315,22848970,280196,11988,0.6,49.6,EG30059,G0-9382,chiX::metU,331
lysQ,chiX,80,1,9.9,0.0,1.11E-14,-2.3,tRNA,sRNA,Lys tRNA,-,780854,780858,+,506463,506512,+,13,8897860,14357853,4243,22392,0.0,743.6,G6392,G0-9382,chiX::lysQ,329
valW,chiX,242,U,1.8,0.0,2.01E-10,-7.0,tRNA,sRNA,Val tRNA,-,1744503,1744594,+,506453,506500,+,9628,317805,22928131,40379,11988,0.5,49.6,EG30112,G0-9382,chiX::valW,342
thrU,chiX,657,2,1.8,0.0,4.67E-36,-4.3,tRNA,sRNA,Thr tRNA,-,4173410,4173494,+,506451,506499,+,26261,317390,22911498,172295,11988,0.3,49.6,EG30102,G0-9382,chiX::thrU,337
valT,chiX,1461,1,1.3,0.0,3.13E-19,-4.3,tRNA,sRNA,Val tRNA,-,779987,780040,+,506449,506500,+,79050,316586,22858709,399127,11988,0.4,49.6,EG30109,G0-9382,chiX::valT,340
leuZ,chiX,612,2,2.2,0.0,2.47E-56,-3.7,tRNA,sRNA,Leu tRNA,-,1989866,1989899,-,506454,506497,+,20451,317435,22917308,213186,11988,0.2,49.6,EG30054,G0-9382,chiX::leuZ,328
leuT,chiX,1765,2,1.2,0.0,1.73E-11,-8.5,tRNA,sRNA,Leu tRNA,-,3980407,3980798,+,506450,506500,+,102813,316282,22834946,695257,11988,0.3,49.6,EG30049,G0-9382,chiX::leuT,327
glyT,chiX,783,U,1.4,0.0,1.96E-10,-8.8,tRNA,sRNA,Gly tRNA,-,4173706,4173892,+,506450,506499,+,41215,317264,22896544,526160,11988,0.1,49.6,EG30036,G0-9382,chiX::glyT,324
thrV,chiX,364,2,2.2,0.0,6.28E-35,-8.0,tRNA,sRNA,Thr tRNA,-,3421626,3421664,-,506454,506499,+,11692,317683,22926067,508637,11988,0.0,49.6,EG30103,G0-9382,chiX::thrV,338
serT,chiX,326,2,1.6,0.0,3.61E-08,-4.3,tRNA,sRNA,Ser tRNA,-,1030873,1030900,-,506452,506497,+,14791,317721,22922968,503146,11988,0.1,49.6,EG30093,G0-9382,chiX::serT,336
valU,chiX,93,1,4.2,0.0,7.69E-22,-6.0,tRNA,sRNA,Val tRNA,-,2518941,2519073,+,506458,506495,+,1596,317954,22936163,489452,11988,0.0,49.6,EG30110,G0-9382,chiX::valU,341
leuP,chiX,556,2,1.4,0.0,7.96E-04,-3.1,tRNA,sRNA,Leu tRNA,-,4604244,4604286,-,506455,506512,+,619,8897384,14357247,707067,22392,0.0,743.6,EG30047,G0-9382,chiX::leuP,326
arcZ,clpS,69,3,6.0,0.7,1.43E-23,-8.3,sRNA,CDS,-,regulatory protein for ClpA substrate specificity,3348663,3348682,+,922331,922471,+,92349,2904,23160484,1592,475,108.6,11.7,G0-8871,G6463,arcZ::clpS,31
G0-10700.bcr.IGR,cof,10,U,200.7,32.6,2.19E-13,-14.6,IGR,CDS,- : bicyclomycin/multidrug efflux system,thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase,2276503,2276542,+,467460,467495,+,89,13011,23242696,10,44,18.5,553.8,G0-10700.EG11419.IGR,G6246,G0-10700.bcr.IGR::cof,1576
nagE.5UTR,cof,33,1,142.0,28.7,2.10E-51,-15.4,5UTR,CDS,"fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB , and IIA components",thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase,703067,703183,+,467429,467495,+,416,12988,23242369,39,44,21.5,553.8,EG10635.5UTR,G6246,cof::nagE,1663
fliY,cof,23,1,17.0,12.9,6.37E-14,-9.9,CDS,CDS,cystine transporter subunit,thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase,1998302,1998493,-,467412,467495,+,2424,12998,23240361,57,44,80.3,553.8,G7039,G6246,cof::fliY,1662
gcd.5UTR,cpxQ,101,3,177.7,177.7,1.54E-164,-11.7,5UTR,3UTR,glucose dehydrogenase,inhibitor of the cpx response; periplasmic adaptor protein,141241,141263,-,4104377,4104410,+,122,107845,23147738,2,1066,208.7,189.5,EG10369.5UTR,G7816.3UTR,cpxQ::gcd,1280
hycB.hycA.IGT,cpxQ,21,1,160.9,142.2,1.68E-29,-8.1,IGT,3UTR,"hydrogenase 3, Fe-S subunit : regulator of the transcriptional regulator FhlA",inhibitor of the cpx response; periplasmic adaptor protein,2847803,2847999,-,4104384,4104410,+,28,107925,23147832,0,1066,91.7,189.5,EG10475.EG10474.IGT,G7816.3UTR,cpxQ::hycB.hycA.IGT,1299
ilvX,cpxQ,114,2,113.1,113.1,1.57E-170,-3.8,CDS,3UTR,expressed protein,inhibitor of the cpx response; periplasmic adaptor protein,3948505,3948566,+,4104402,4104411,+,246,94939,23160507,5,409,134.7,434.9,G0-10641,G7816.3UTR,cpxQ::ilvX,1300
mcrA,cpxQ,25,1,174.1,62.8,4.25E-37,-2.8,CDS,3UTR,e14 prophage; 5-methylcytosine-specific restriction endonuclease B,inhibitor of the cpx response; periplasmic adaptor protein,1209578,1209622,+,4104401,4104410,+,35,95028,23160718,2,409,56.1,434.9,EG10573,G7816.3UTR,cpxQ::mcrA,1319
ydcD,cpxQ,66,1,48.0,48.0,2.52E-75,-12.8,CDS,3UTR,predicted protein,inhibitor of the cpx response; periplasmic adaptor protein,1528358,1528664,+,4104373,4104410,+,295,107880,23147565,4,1066,168.9,189.5,EG11760,G7816.3UTR,cpxQ::ydcD,1408
yadD,cpxQ,148,3,36.6,36.6,1.96E-159,-21.2,CDS,3UTR,predicted transposase,inhibitor of the cpx response; periplasmic adaptor protein,147646,147798,+,4104363,4104411,+,868,107798,23146992,12,1066,158.4,189.5,EG11748,G7816.3UTR,cpxQ::yadD,1395
araJ,cpxQ,149,3,33.2,33.2,8.84E-155,-11.6,CDS,3UTR,predicted transporter,inhibitor of the cpx response; periplasmic adaptor protein,411525,411700,-,4104350,4104410,+,965,107797,23146895,16,1066,130.3,189.5,EG10060,G7816.3UTR,araJ::cpxQ,1228
yafU.yafV.IGR,cpxQ,14,U,33.1,33.1,5.49E-10,-3.7,IGR,3UTR,"- : predicted C-N hydrolase family amidase, NAD(P)-binding",inhibitor of the cpx response; periplasmic adaptor protein,239093,239200,+,4104402,4104410,+,103,95039,23160650,0,409,219.0,434.9,G6102.G6103.IGR,G7816.3UTR,cpxQ::yafU.yafV.IGR,1396
zitB,cpxQ,21,1,31.7,31.7,3.78E-17,-7.2,CDS,3UTR,zinc efflux system,inhibitor of the cpx response; periplasmic adaptor protein,784061,784078,-,4104385,4104410,+,142,107925,23147718,1,1066,305.0,189.5,G6393,G7816.3UTR,cpxQ::zitB,1458
ycaM,cpxQ,13,U,50.7,31.1,5.60E-11,-2.6,CDS,3UTR,predicted transporter,inhibitor of the cpx response; periplasmic adaptor protein,946413,946436,+,4104392,4104410,+,55,107933,23147805,1,1066,127.3,189.5,G6466,G7816.3UTR,cpxQ::ycaM,1401
paaX,cpxQ,179,3,29.3,29.3,4.00E-178,-10.2,CDS,3UTR,"DNA-binding transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer",inhibitor of the cpx response; periplasmic adaptor protein,1461719,1461898,+,4104390,4104411,+,1314,107767,23146546,18,1066,155.2,189.5,G6720,G7816.3UTR,cpxQ::paaX,1348
yqeB,cpxQ,76,3,48.4,25.8,1.03E-87,-16.3,CDS,3UTR,conserved protein with NAD(P)-binding Rossman fold,inhibitor of the cpx response; periplasmic adaptor protein,3010817,3010940,-,4104390,4104410,+,337,107870,23147523,13,1066,59.5,189.5,G7494,G7816.3UTR,cpxQ::yqeB,1453
ybfL,cpxQ,11,U,25.5,25.5,1.37E-05,-3.7,CDS,3UTR,-,inhibitor of the cpx response; periplasmic adaptor protein,736853,737007,+,4104402,4104410,+,105,95042,23160648,0,409,217.1,434.9,G6377,G7816.3UTR,cpxQ::ybfL,1399
dtpB.uspA.IGR,cpxQ,13,U,84.5,23.4,2.00E-13,-4.6,IGR,3UTR,universal stress global response regulator : dipeptide and tripeptide permease B,inhibitor of the cpx response; periplasmic adaptor protein,3638733,3638760,-,4104377,4104410,+,33,107933,23147827,2,1066,43.0,189.5,EG12232.EG11390.IGR,G7816.3UTR,cpxQ::dtpB.uspA.IGR,1385
ytjA,cpxQ,233,3,68.6,21.7,2.18482214609825e-309,-5.6,CDS,3UTR,predicted protein,inhibitor of the cpx response; periplasmic adaptor protein,4610101,4610198,+,4104377,4104410,+,730,107713,23147130,54,1066,33.4,189.5,G0-10475,G7816.3UTR,cpxQ::ytjA,1457
tehA,cpxQ,75,3,19.9,19.9,1.64E-60,-15.6,CDS,3UTR,potassium-tellurite ethidium and proflavin transporter,inhibitor of the cpx response; periplasmic adaptor protein,1498570,1498896,+,4104375,4104410,+,808,107871,23147052,9,1066,183.6,189.5,EG11883,G7816.3UTR,cpxQ::tehA,1380
yjhI,cpxQ,26,1,34.6,19.5,2.39E-23,-7.5,CDS,3UTR,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,inhibitor of the cpx response; periplasmic adaptor protein,4523244,4523528,-,4104392,4104410,+,161,107920,23147699,5,1066,70.0,189.5,G7912,G7816.3UTR,cpxQ::yjhI,1444
ydjN,cpxQ,235,3,79.8,18.6,0.00E+00,-11.0,CDS,3UTR,predicted transporter,inhibitor of the cpx response; periplasmic adaptor protein,1808904,1809298,+,4104341,4104411,+,633,107711,23147227,66,1066,24.6,189.5,G6934,G7816.3UTR,cpxQ::ydjN,1416
kgtP,cpxQ,4029,3,22.9,17.7,0.00E+00,-9.3,CDS,3UTR,alpha-ketoglutarate transporter,inhibitor of the cpx response; periplasmic adaptor protein,2723402,2723842,-,4104317,4104413,+,39174,103917,23108686,1009,1066,80.1,189.5,EG10522,G7816.3UTR,cpxQ::kgtP,1306
arfB,cpxQ,211,3,16.5,16.5,2.31E-163,-11.9,CDS,3UTR,-,inhibitor of the cpx response; periplasmic adaptor protein,214852,215268,+,4104358,4104410,+,2744,107735,23145116,34,1066,162.6,189.5,EG12354,G7816.3UTR,arfB::cpxQ,1229
cfa.5UTR,cpxQ,258,3,24.1,16.4,2.90E-239,-11.0,5UTR,3UTR,cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase),inhibitor of the cpx response; periplasmic adaptor protein,1739155,1739298,+,4104345,4104410,+,2297,107688,23145563,67,1066,71.4,189.5,EG11531.5UTR,G7816.3UTR,cfa::cpxQ,1241
yfaY,cpxQ,41,2,26.3,16.2,2.43E-35,-10.6,CDS,3UTR,conserved protein,inhibitor of the cpx response; periplasmic adaptor protein,2361619,2361678,-,4104387,4104410,+,334,107905,23147526,10,1066,70.2,189.5,G7162,G7816.3UTR,cpxQ::yfaY,1423
